concept_id,preferred_label,ingredient_family,source_identity_candidate,component_candidates,process_candidates,form_candidates,quality_candidates,normalized_signature,confidence,review_route,exception_reason,definition_status,governance_state,status,rule_version
AOM_006276,Panicum maximum Ensiled Wilted,Forage Plants,panicum maximum,,Ensiling;Wilting,,,panicum maximum||Ensiling;Wilting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006277,Panicum Dried,Forage Plants,panicum,,Drying,,,panicum||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006278,Groundnut Veins Dried,Crop Byproduct,groundnut veins,,Drying,,,groundnut veins||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006279,Pennisetum purpureum Ensiled,Forage Plants,pennisetum purpureum,,Ensiling,,,pennisetum purpureum||Ensiling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006280,Pennisetum Dried,Forage Plants,pennisetum,,Drying,,,pennisetum||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006281,Date Leaves Dried,Crop Byproduct,date,Leaf,Drying,,,date|Leaf|Drying||,high,rule_application_candidate,,present,unreviewed,proposed-not-applied,1.0.0
AOM_006282,Date Leaves Wilted,Crop Byproduct,date,Leaf,Wilting,,,date|Leaf|Wilting||,high,rule_application_candidate,,present,unreviewed,proposed-not-applied,1.0.0
AOM_006283,Date Leaves Ensiled Wilted,Crop Byproduct,date,Leaf,Ensiling;Wilting,,,date|Leaf|Ensiling;Wilting||,high,rule_application_candidate,,present,unreviewed,proposed-not-applied,1.0.0
AOM_006284,Date Leaves Dried Enzyme Treated,Crop Byproduct,date,Leaf,Drying;Enzyme treatment,,,date|Leaf|Drying;Enzyme treatment||,high,rule_application_candidate,,present,unreviewed,proposed-not-applied,1.0.0
AOM_006285,Date Leaves Ensiled Sprouted Wilted,Crop Byproduct,date,Leaf,Ensiling;Sprouting;Wilting,,,date|Leaf|Ensiling;Sprouting;Wilting||,high,rule_application_candidate,,present,unreviewed,proposed-not-applied,1.0.0
AOM_006290,Phyllanthus amarus Dried Ground,Forage Plants,phyllanthus amarus,,Drying;Grinding,,,phyllanthus amarus||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006292,Piliostigma thonningii pods Crushed,Forage Plants,piliostigma thonningii,Pod,Crushing,,,piliostigma thonningii|Pod|Crushing||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006293,Polyalthia longifolia Leaves Dried,Forage Plants,polyalthia longifolia,Leaf,Drying,,,polyalthia longifolia|Leaf|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006295,Prosopis juliflora Pods Dried Ground,Forage Plants,prosopis juliflora,Pod,Drying;Grinding,,,prosopis juliflora|Pod|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006296,Prosopis juliflora Pods Dried Fermented Ground,Forage Plants,prosopis juliflora,Pod,Drying;Fermentation;Grinding,,,prosopis juliflora|Pod|Drying;Fermentation;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006297,Prosopis juliflora Dried,Forage Plants,prosopis juliflora,,Drying,,,prosopis juliflora||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006299,Rice Husk Enzyme Treated,Crop Byproduct,rice,Husk,Enzyme treatment,,,rice|Husk|Enzyme treatment||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006300,Rice Offal Ground,Crop Byproduct,rice offal,,Grinding,,,rice offal||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006301,Rice Straw Ensiled Urea Treated,Crop Byproduct,rice,Straw,Ensiling;Urea treatment,,,rice|Straw|Ensiling;Urea treatment||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006302,Rice Straw Urea Treated,Crop Byproduct,rice,Straw,Urea treatment,,,rice|Straw|Urea treatment||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006303,Rice Straw Dried Urea Treated,Crop Byproduct,rice,Straw,Drying;Urea treatment,,,rice|Straw|Drying;Urea treatment||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006304,Rice Straw Fermented Ground,Crop Byproduct,rice,Straw,Fermentation;Grinding,,,rice|Straw|Fermentation;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006305,Samanea saman Dried Ground,Forage Plants,samanea saman,,Drying;Grinding,,,samanea saman||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006306,Samanea saman Wilted,Forage Plants,samanea saman,,Wilting,,,samanea saman||Wilting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006307,Sesame Seed Cake Ground,Crop Byproduct,sesame,Seed,Grinding,Cake,,sesame|Seed|Grinding|Cake|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006308,Sesbania sesban Leaves Dried Ground,Forage Plants,sesbania sesban,Leaf,Drying;Grinding,,,sesbania sesban|Leaf|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006309,Sesbania sesban Seed Roasted,Forage Plants,sesbania sesban,Seed,Roasting,,,sesbania sesban|Seed|Roasting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006310,Sesbania sesban Ensiled,Forage Plants,sesbania sesban,,Ensiling,,,sesbania sesban||Ensiling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006311,Sheanut Cake Ground,Crop Byproduct,sheanut,,Grinding,Cake,,sheanut||Grinding|Cake|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006312,Sorghum Husk Urea Treated,Crop Byproduct,sorghum,Husk,Urea treatment,,,sorghum|Husk|Urea treatment||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006313,Sorghum Straw Crushed,Crop Byproduct,sorghum,Straw,Crushing,,,sorghum|Straw|Crushing||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006314,Sorghum Straw Crushed Dried Fermented,Crop Byproduct,sorghum,Straw,Crushing;Drying;Fermentation,,,sorghum|Straw|Crushing;Drying;Fermentation||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006315,Sorghum sudanense Dried,Forage Plants,sorghum sudanense,,Drying,,,sorghum sudanense||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006316,Sorghum Dried,Crop Byproduct,sorghum,,Drying,,,sorghum||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006317,Soybean Cheese Waste Crushed Ensiled,Crop Byproduct,soybean cheese waste,,Crushing;Ensiling,,,soybean cheese waste||Crushing;Ensiling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006319,Soybean Straw Dried,Crop Byproduct,soybean,Straw,Drying,,,soybean|Straw|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006320,African Yam Bean Dried Ground,Crop Byproduct,african yam bean,,Drying;Grinding,,,african yam bean||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006321,Trifolium alexandrinum Straw Urea Treated,Forage Plants,trifolium alexandrinum,Straw,Urea treatment,,,trifolium alexandrinum|Straw|Urea treatment||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006323,Chamomile Flower By Product,Supplement,chamomile flower by product,,,,,chamomile flower by product||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006325,Flaxseed Oil Cold pressed,Crop Byproduct,flaxseed cold,,Pressing,Oil,,flaxseed cold||Pressing|Oil|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006326,Piliostigma reticulatum pods Crushed Dried,Forage Plants,piliostigma reticulatum,Pod,Crushing;Drying,,,piliostigma reticulatum|Pod|Crushing;Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006327,Rosemary Residues Dried Ground,Crop Product,rosemary residues,,Drying;Grinding,,,rosemary residues||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006328,Sorghum Straw Dried Ground,Crop Byproduct,sorghum,Straw,Drying;Grinding,,,sorghum|Straw|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006329,Soybean Residue Dried,Crop Byproduct,soybean residue,,Drying,,,soybean residue||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006331,Agrivate,Supplement,agrivate,,,,,agrivate||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006334,Protected Fat,Supplement,protected fat,,,,,protected fat||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006335,Rice Offal Dried,Crop Byproduct,rice offal,,Drying,,,rice offal||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006336,Rice Straw Dried Ground,Crop Byproduct,rice,Straw,Drying;Grinding,,,rice|Straw|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006337,Rice Straw Dried Fermented Ground,Crop Byproduct,rice,Straw,Drying;Fermentation;Grinding,,,rice|Straw|Drying;Fermentation;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006338,Sweet Basil By Product,Supplement,sweet basil by product,,,,,sweet basil by product||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006339,Anti fungi,Supplement,anti fungi,,,,,anti fungi||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006340,Propionibacterium freudenreinchi,Probiotic,propionibacterium freudenreinchi,,,,,propionibacterium freudenreinchi||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006341,Moringa oleifera Seed Oil,Forage Plants,moringa oleifera,Seed,,Oil,,moringa oleifera|Seed||Oil|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006343,Moringa oleifera Seed Cake Ground,Forage Plants,moringa oleifera,Seed,Grinding,Cake,,moringa oleifera|Seed|Grinding|Cake|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006344,Trifolium quartinianum Dried,Forage Plants,trifolium quartinianum,,Drying,,,trifolium quartinianum||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006345,Soybean Straw Dried Urea Treated,Crop Byproduct,soybean,Straw,Drying;Urea treatment,,,soybean|Straw|Drying;Urea treatment||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006346,Marula Kernel Cake,Crop Byproduct,marula,Kernel,,Cake,,marula|Kernel||Cake|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006347,Marula Seed Cake Ground,Crop Byproduct,marula,Seed,Grinding,Cake,,marula|Seed|Grinding|Cake|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006348,Orange Waste Ensiled,Crop Byproduct,orange waste,,Ensiling,,,orange waste||Ensiling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006349,Pleurotus ostreatus,Other Ingredients,pleurotus ostreatus,,,,,pleurotus ostreatus||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006350,Bambusa bambos,Forage Plants,bambusa bambos,,,,,bambusa bambos||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006351,Bambusa tulda,Forage Plants,bambusa tulda,,,,,bambusa tulda||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006352,Cassava Peel Crushed,Crop Byproduct,cassava,Peel,Crushing,,,cassava|Peel|Crushing||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006353,Cassava Peel Crushed Urea Treated,Crop Byproduct,cassava,Peel,Crushing;Urea treatment,,,cassava|Peel|Crushing;Urea treatment||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006354,Dendrocalamus asper,Forage Plants,dendrocalamus asper,,,,,dendrocalamus asper||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006355,Dendrocalamus strictus,Forage Plants,dendrocalamus strictus,,,,,dendrocalamus strictus||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006356,Acacia mearnsii Dried,Forage Plants,acacia mearnsii,,Drying,,,acacia mearnsii||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006357,Acacia mearnsii Dried Ground,Forage Plants,acacia mearnsii,,Drying;Grinding,,,acacia mearnsii||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006358,Acacia saligna Leaves and Soft Twig Dried,Forage Plants,acacia saligna and soft twig,Leaf,Drying,,,acacia saligna and soft twig|Leaf|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006359,Afzelia africana Leaves and Twigs,Forage Plants,afzelia africana and twigs,Leaf,,,,afzelia africana and twigs|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006360,Annona senegalensis Leaves and Twigs Wilted,Forage Plants,annona senegalensis and twigs,Leaf,Wilting,,,annona senegalensis and twigs|Leaf|Wilting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006361,Baby Corn Stalk Ensiled,Crop Byproduct,baby maize stalk,,Ensiling,,,baby maize stalk||Ensiling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006362,Balanites aegyptiaca Dried,Forage Plants,balanites aegyptiaca,,Drying,,,balanites aegyptiaca||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006363,Bone Crushed,Animal Byproduct,bone,,Crushing,,,bone||Crushing||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006364,Bread Waste Dried,Other Ingredients,bread waste,,Drying,,,bread waste||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006366,Dichrostachys cinerea Dried Ground,Forage Plants,dichrostachys cinerea,,Drying;Grinding,,,dichrostachys cinerea||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006368,Eragrostis curvula Dried Ground,Forage Plants,eragrostis curvula,,Drying;Grinding,,,eragrostis curvula||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006369,Hyparrhenia,Forage Plants,hyparrhenia,,,,,hyparrhenia||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006370,Euphorbia hirta,Forage Plants,euphorbia hirta,,,,,euphorbia hirta||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006371,Faidherbia albida Dried,Forage Plants,faidherbia albida,,Drying,,,faidherbia albida||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006373,Ficus exasperata leaves and twigs,Forage Plants,ficus exasperata and twigs,Leaf,,,,ficus exasperata and twigs|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006374,Finger Millet Straw Ensiled Urea Treated,Crop Byproduct,finger millet,Straw,Ensiling;Urea treatment,,,finger millet|Straw|Ensiling;Urea treatment||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006375,Gigantochloa pseudoarundinacea,Forage Plants,gigantochloa pseudoarundinacea,,,,,gigantochloa pseudoarundinacea||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006376,Gliciridia sepium Leaves Wilted,Forage Plants,gliciridia sepium,Leaf,Wilting,,,gliciridia sepium|Leaf|Wilting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006380,Jojoba Enzyme Treated Ground,Crop Byproduct,jojoba,,Enzyme treatment;Grinding,,,jojoba||Enzyme treatment;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006381,Leucaena leucocephala Leaves Wilted,Forage Plants,leucaena leucocephala,Leaf,Wilting,,,leucaena leucocephala|Leaf|Wilting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006385,Pericopis laxiflora Leaves and Twigs,Forage Plants,pericopis laxiflora and twigs,Leaf,,,,pericopis laxiflora and twigs|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006387,Phyllostachys aurea,Forage Plants,phyllostachys aurea,,,,,phyllostachys aurea||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006389,Organic Acid,Organic Acid,organic acid,,,,,organic acid||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006395,Tectona grandis Wilted,Forage Plants,tectona grandis,,Wilting,,,tectona grandis||Wilting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006396,Soybean Straw Dried Molasses Treated Urea Treated,Crop Byproduct,soybean,Straw,Drying;Molasses treatment;Urea treatment,,,soybean|Straw|Drying;Molasses treatment;Urea treatment||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006397,Maize Straw Molasses Treated Urea Treated,Crop Byproduct,maize,Straw,Molasses treatment;Urea treatment,,,maize|Straw|Molasses treatment;Urea treatment||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006399,Mucuna pruriens Seed Alkali Treated Boiled Dried Ground,Forage Plants,mucuna pruriens,Seed,Alkali treatment;Boiling;Drying;Grinding,,,mucuna pruriens|Seed|Alkali treatment;Boiling;Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006400,Mucuna pruriens Protein Isolate Alkali Treated Boiled Decorticated Ground,Forage Plants,mucuna pruriens protein isolate,,Alkali treatment;Boiling;Grinding;Dehulling,,,mucuna pruriens protein isolate||Alkali treatment;Boiling;Grinding;Dehulling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
